X,Y,difficulty,Time
175.079874,-40.87591825,Advanced,210
175.7925783,-38.81613128,Advanced,45
174.43659,-36.86727,"Easy,Intermediate",?
173.5326764,-35.60851491,Easiest,20
172.7556148,-34.45732603,Easy,210
176.4194513,-39.17812484,Intermediate,720
177.5180964,-38.83024784,Easiest,5
175.8529905,-37.59111006,Advanced,420
175.62146,-37.81400582,Advanced,210
177.3955648,-38.14926759,Advanced,120
177.385703,-38.11877588,Easy,45
170.0273194,-43.48281884,Easy,140
172.6933589,-34.47926107,Easy,180
172.6780592,-34.4458266,Easy,45
167.233984,-46.10426495,Expert,600
167.339704,-46.1213505,Advanced,600
169.8000855,-44.11694326,Advanced,?
170.184529,-43.3929529,Easiest,30
167.9503414,-44.72143622,Easiest,20
171.3440156,-42.94953921,Expert,2160
176.3301128,-38.18286335,Easiest,30
169.435318,-44.528134,Advanced,?
174.8902588,-36.59984462,"Easiest,Easy",90
170.1131962,-46.00161732,Easiest,10
171.136274,-42.98462726,"Advanced,Expert",2160
171.2470947,-42.94759433,"Advanced,Expert",1680
173.5624576,-35.67331867,Easiest,10
174.4131623,-35.44560998,Easy,90
175.7633309,-38.96790184,Easiest,20
175.5137299,-36.72093577,Easy,30
173.9757792,-36.05813313,Easy,20
177.3935388,-38.2242337,Expert,420
170.5536408,-45.90097817,Advanced,120
175.624558,-39.1458107,Intermediate,1680
175.814981,-39.00866415,Easy,150
169.5880057,-44.27401822,Advanced,210
174.1116327,-35.28444771,Easy,10
174.747782,-39.52137178,Advanced,240
175.4247904,-36.21568074,Advanced,360
172.8061652,-41.91644668,Advanced,2400
175.8076331,-39.166611,Advanced,90
170.7773311,-45.40047794,"Easy,Advanced",80
173.6484824,-35.720947,Easiest,40
175.8522956,-37.60674382,Easy,45
173.6790645,-35.65678213,Easy,?
167.9750149,-44.6652602,Expert,300
174.5407064,-35.61154894,Easy,60
173.3029231,-42.86492903,Easy,90
168.5481892,-45.06675519,Easy,150
172.6878431,-34.4898878,Advanced,300
172.7041186,-34.50823445,Easy,270
175.8435569,-36.97900715,Advanced,30
169.996176,-44.19933673,"Easy,Advanced",255
170.1278131,-44.24948984,Easy,180
168.1217481,-46.92840617,"Easiest,Easy",?
169.259597,-44.713347,Easy,380
169.9394872,-43.62380619,"Advanced,Expert",1440
175.8928309,-39.15028412,Advanced,720
174.2294041,-35.21697496,Easy,300
174.0917301,-39.2741622,Easy,105
167.7048282,-45.43801614,Easy,50
167.7130949,-45.43010561,Easy,10
176.6938405,-38.67290623,Easy,90
175.5471346,-36.83205956,Easiest,30
175.7152657,-38.70936792,Easy,210
173.7491103,-35.25370741,Easy,120
173.8643909,-41.34956801,Advanced,300
174.7264169,-38.46005247,Advanced,840
173.5341575,-35.53208291,Advanced,600
173.3842936,-35.5659683,Easy,240
174.1075,-39.31796998,Advanced,90
175.5408265,-37.02612372,Easy,150
175.7551419,-37.54766227,Advanced,210
173.4421893,-35.53021739,"Easiest,Easy",150
175.9551693,-39.13911027,Expert,?
173.7382079,-35.23012298,Advanced,960
175.9688141,-38.88315273,Easy,60
174.3527108,-35.9284592,Easy,90
174.8989912,-37.90769861,Easiest,15
169.8725393,-44.36927697,Easy,60
175.8721946,-37.73557363,"Easy,Advanced",210
175.859234,-37.51728376,Advanced,240
174.8387226,-38.8683871,Advanced,270
175.7340577,-36.74443646,Easy,87
170.3313459,-43.16040487,Easiest,20
174.8686103,-38.39478042,Easy,15
175.7820179,-37.49900904,Intermediate,585
175.8418678,-37.50695743,Advanced,240
175.289284,-40.843958,Advanced,360
175.0939536,-38.26096863,Easy,75
175.5031549,-39.33039862,Easy,80
168.6282286,-46.5550029,"Easiest,Easy",65
173.6112606,-41.42814903,Advanced,420
176.2138949,-39.75568455,Expert,?
176.2361,-39.71083786,Advanced,?
173.7382905,-35.21557034,Advanced,45
170.7334985,-43.22023736,"Advanced,Expert",1440
172.3622201,-41.4057522,"Advanced,Expert",2400
173.6349321,-35.57101649,Advanced,720
174.2836226,-35.58761694,Easy,20
172.7059724,-40.76966994,Easy,30
174.4589232,-35.49137235,Easy,?
173.6108801,-35.55701277,Advanced,120
175.8130638,-37.25155208,"Easiest,Easy",?
173.9850585,-39.30211429,Advanced,330
168.66593,-44.463917,"Intermediate,Advanced",255
176.3926899,-38.10590065,Advanced,420
169.8182508,-44.54062618,"Advanced,Expert",120
175.9334367,-38.68591289,Easy,360
176.8575316,-39.43149127,Easiest,50
174.9926057,-41.2976139,Advanced,420
175.5139004,-39.21513598,Advanced,270
175.3919067,-36.23180503,Advanced,120
175.3920994,-36.24068217,Easy,120
175.4255265,-36.24329061,Advanced,60
175.3941138,-36.22917449,Advanced,240
174.3671627,-35.36395816,Easy,?
175.13364,-37.975785,Advanced,150
175.8362812,-37.27461752,Easy,210
174.9922501,-40.9756405,"Easiest,Easy,Advanced",?
172.0382551,-43.22452623,Intermediate,720
170.4789653,-43.34880515,"Advanced,Expert",1440
177.5966034,-38.23947827,Easy,150
176.697858,-38.69727915,Easy,240
172.8315711,-41.8440485,Easy,300
171.0091276,-43.10568786,Advanced,1680
176.878546,-39.28617344,Easiest,35
176.947083,-38.01262153,Easiest,30
174.5551169,-38.86312183,Easy,480
174.0414961,-41.36874812,Easy,275
175.7150369,-36.83308426,Easiest,20
168.871212,-44.34169102,Expert,480
169.015809,-44.24852957,Advanced,420
170.5631945,-43.15244995,Easiest,30
169.419516,-44.036206,Advanced,330
175.4238619,-36.17581087,Easy,95
172.336309,-43.18403583,Easy,90
171.3481449,-42.55364769,Easy,45
170.1493843,-45.8752319,"Easy,Advanced",330
173.5314198,-35.61368091,Easiest,80
176.2644738,-39.72037491,Easy,240
172.1728613,-43.0762799,Advanced,270
175.7349757,-39.54152146,Advanced,180
175.679367,-37.055344,Intermediate,270
173.7330088,-35.01356174,Intermediate,45
175.1332153,-37.66355491,Easy,180
175.3937072,-36.18233368,Easy,210
175.689982,-37.05649884,Intermediate,720
174.1180332,-35.86863066,Advanced,150
173.8275177,-42.2360409,Advanced,360
173.8609415,-42.21528362,Easy,10
173.8484724,-42.19990538,Expert,270
176.7261257,-38.66906846,Easy,60
173.9844469,-41.88559262,Expert,180
174.1242591,-35.88049668,Advanced,210
175.1371005,-37.66270769,Easiest,60
177.3549725,-37.98740626,Easy,240
169.6800505,-45.87853868,Easy,?
169.6747116,-45.86896978,Advanced,?
169.1271723,-45.08361896,Advanced,210
175.716165,-38.56541064,Easy,60
175.6614796,-38.64802625,Easy,15
175.2937637,-41.53117798,Advanced,1200
