X,Y,difficulty,Time,
177.393539,-38.224234,Expert,420,
170.553641,-45.900978,Advanced,120,
175.624558,-39.145811,Intermediate,1680,
175.814981,-39.008664,Easy,150,
169.588006,-44.274018,Advanced,210,?
174.111633,-35.284448,Easy,10,
174.747782,-39.521372,Advanced,240,
175.42479,-36.215681,Advanced,360,
172.806165,-41.916447,Advanced,2400,
175.807633,-39.166611,Advanced,90,
170.777331,-45.400478,Easy-Advanced,80,
173.648482,-35.720947,Easiest,40,
175.852296,-37.606744,Easy,45,
173.679065,-35.656782,Easy,?,
167.975015,-44.66526,Expert,300,
174.540706,-35.611549,Easy,60,
173.302923,-42.864929,Easy,90,
168.548189,-45.066755,Easy,150,
172.687843,-34.489888,Advanced,300,
172.704119,-34.508234,Easy,270,
175.843557,-36.979007,Advanced,30,
169.996176,-44.199337,Easy-Advanced,255,
170.127813,-44.24949,Easy,180,
168.121748,-46.928406,Easiest-Easy,,
169.259597,-44.713347,Easy,380,
169.939487,-43.623806,Advanced-Expert,1440,
175.892831,-39.150284,Advanced,720,
174.229404,-35.216975,Easy,300,
174.09173,-39.274162,Easy,105,
167.704828,-45.438016,Easy,50,
167.713095,-45.430106,Easy,10,
176.69384,-38.672906,Easy,90,
175.547135,-36.83206,Easiest,30,
175.715266,-38.709368,Easy,210,
173.74911,-35.253707,Easy,120,
173.864391,-41.349568,Advanced,300,
174.726417,-38.460052,Advanced,840,
173.534157,-35.532083,Advanced,600,
173.384294,-35.565968,Easy,240,
174.1075,-39.31797,Advanced,90,
175.540827,-37.026124,Easy,150,
175.755142,-37.547662,Advanced,210,
173.442189,-35.530217,Easiest-Easy,150,
175.955169,-39.13911,Expert,?,
173.738208,-35.230123,Advanced,960,
175.968814,-38.883153,Easy,60,
174.352711,-35.928459,Easy,90,
174.898991,-37.907699,Easiest,15,
169.872539,-44.369277,Easy,60,
175.872195,-37.735574,Easy-Advanced,210,
175.859234,-37.517284,Advanced,240,
174.838723,-38.868387,Advanced,270,
175.734058,-36.744436,Easy,87,
170.331346,-43.160405,Easiest,20,?
174.86861,-38.39478,Easy,15,
175.782018,-37.499009,Intermediate,585,255
175.841868,-37.506957,Advanced,240,
175.289284,-40.843958,Advanced,360,120
175.093954,-38.260969,Easy,75,
175.503155,-39.330399,Easy,80,
168.628229,-46.555003,Easiest-Easy,65,
173.611261,-41.428149,Advanced,420,
176.213895,-39.755685,Expert,?,
176.2361,-39.710838,Advanced,?,
173.738291,-35.21557,Advanced,45,
170.733498,-43.220237,Advanced-Expert,1440,
172.36222,-41.405752,Advanced-Expert,2400,
173.634932,-35.571016,Advanced,720,
174.283623,-35.587617,Easy,20,
172.705972,-40.76967,Easy,30,Advanced'
174.458923,-35.491372,Easy,?,
173.61088,-35.557013,Advanced,120,1440
175.813064,-37.251552,'Easiest,Easy',
173.985059,-39.302114,Advanced,330,
168.66593,-44.463917,'Intermediate,Advanced',
176.39269,-38.105901,Advanced,420,
169.818251,-44.540626,'Advanced,Expert',
175.933437,-38.685913,Easy,360,
176.857532,-39.431491,Easiest,50,
174.992606,-41.297614,Advanced,420,
175.5139,-39.215136,Advanced,270,
175.391907,-36.231805,Advanced,120,
175.392099,-36.240682,Easy,120,
175.425526,-36.243291,Advanced,60,
175.394114,-36.229174,Advanced,240,
174.367163,-35.363958,Easy,?,
175.13364,-37.975785,Advanced,150,
175.836281,-37.274618,Easy,210,
174.99225,-40.97564,Easiest-Easy,330,
172.038255,-43.224526,Intermediate,720,
170.478965,-43.348805,Advanced-Expert,?,
177.596603,-38.239478,Easy,150,
176.697858,-38.697279,Easy,240,
172.831571,-41.844048,Easy,300,
171.009128,-43.105688,Advanced,1680,
176.878546,-39.286173,Easiest,35,
176.947083,-38.012622,Easiest,30,
174.555117,-38.863122,Easy,480,
174.041496,-41.368748,Easy,275,
175.715037,-36.833084,Easiest,20,
168.871212,-44.341691,Expert,480,
169.015809,-44.24853,Advanced,420,
170.563195,-43.15245,Easiest,30,
169.419516,-44.036206,Advanced,330,
175.423862,-36.175811,Easy,95,
172.336309,-43.184036,Easy,90,
171.348145,-42.553648,Easy,45,
170.149384,-45.875232,Easy-Advanced,?,
173.53142,-35.613681,Easiest,80,
176.264474,-39.720375,Easy,240,
172.172861,-43.07628,Advanced,270,
175.734976,-39.541521,Advanced,180,
175.679367,-37.055344,Intermediate,270,
173.733009,-35.013562,Intermediate,45,
175.133215,-37.663555,Easy,180,
175.393707,-36.182334,Easy,210,
175.689982,-37.056499,Intermediate,720,
174.118033,-35.868631,Advanced,150,
173.827518,-42.236041,Advanced,360,
173.860941,-42.215284,Easy,10,
173.848472,-42.199905,Expert,270,
176.726126,-38.669068,Easy,60,
173.984447,-41.885593,Expert,180,
174.124259,-35.880497,Advanced,210,
175.137101,-37.662708,Easiest,60,
177.354973,-37.987406,Easy,240,
169.68005,-45.878539,Easy,?,
169.674712,-45.86897,Advanced,?,
169.127172,-45.083619,Advanced,210,
175.716165,-38.565411,Easy,60,
175.66148,-38.648026,Easy,15,
175.293764,-41.531178,Advanced,1200,
